Running Forward KL,Real Sto Return,Itration,Reward Loss,Running Reverse KL,Running Update Time,Running Env Steps,Real Det Return
49.3625,415.59,0,-99.18147277832031,12.9922,0,0,395.16
49.1485,275.57,1,-102.6633529663086,15.3658,1,5000,340.2
48.4742,394.95,2,-191.06631469726562,12.3474,2,10000,463.03
49.1113,371.68,3,-143.701171875,14.434,3,15000,350.29
49.5869,356.74,4,-63.478885650634766,18.9632,4,20000,394.59
48.6374,381.86,5,-212.842529296875,13.0764,5,25000,362.43
48.9644,517.6,6,-171.05091857910156,16.0434,6,30000,379.44
48.7764,485.51,7,-98.85330200195312,18.3093,7,35000,441.47
49.2862,454.94,8,-63.79248046875,22.3111,8,40000,640.44
48.5491,455.9,9,-178.01861572265625,16.456,9,45000,605.35
48.399,443.93,10,-130.54583740234375,24.9891,10,50000,491.82
47.1359,538.91,11,-179.8656768798828,18.1715,11,55000,578.1
47.6289,612.78,12,-248.7244873046875,17.523,12,60000,650.03
47.5717,536.75,13,-266.4095458984375,15.4945,13,65000,583.91
47.4134,855.05,14,-159.92068481445312,18.7504,14,70000,754.64
47.3894,1356.74,15,-169.54403686523438,15.0658,15,75000,2176.38
46.8483,688.59,16,-214.60423278808594,13.8849,16,80000,1702.48
46.7799,1742.12,17,-160.8206024169922,15.1905,17,85000,2591.19
46.8789,2029.68,18,-166.15533447265625,18.0229,18,90000,1018.23
46.1095,1691.53,19,-200.14288330078125,13.4599,19,95000,2006.15
46.6049,1328.71,20,-165.56814575195312,18.108,20,100000,964.74
46.5851,1349.04,21,-254.8133087158203,14.6097,21,105000,2195.96
46.368,1164.61,22,-284.322021484375,12.421,22,110000,1151.82
46.3488,1697.94,23,-236.26145935058594,12.4825,23,115000,1280.4
46.0579,1265.61,24,-277.7790222167969,15.8282,24,120000,781.1
45.6316,893.9,25,-275.5480651855469,14.4488,25,125000,1266.67
45.1507,1594.03,26,-222.07215881347656,14.2814,26,130000,2690.19
46.2179,1337.65,27,-213.74920654296875,26.7714,27,135000,1635.41
45.2903,2049.76,28,-228.47573852539062,17.6176,28,140000,2412.8
45.1771,1800.41,29,-288.0983581542969,17.8745,29,145000,2519.0
44.3199,2097.04,30,-269.75872802734375,13.8788,30,150000,1754.83
45.484,1852.27,31,-346.8361511230469,14.399,31,155000,2485.22
45.24,2102.9,32,-298.64276123046875,14.0178,32,160000,935.46
44.335,2541.01,33,-208.13983154296875,15.75,33,165000,2510.91
45.3173,2708.64,34,-187.9807586669922,15.6691,34,170000,3079.83
44.7432,3295.04,35,-192.1862030029297,17.5501,35,175000,3030.51
44.79,2733.27,36,-255.9735107421875,16.8595,36,180000,2647.66
43.7372,3300.84,37,-179.10369873046875,14.9165,37,185000,3198.55
43.4598,3093.71,38,-184.2882080078125,16.4728,38,190000,3437.2
44.5177,3616.82,39,-177.39443969726562,19.4894,39,195000,3654.91
43.5133,3636.97,40,-169.1894989013672,17.4599,40,200000,3740.54
